,sent1,sent2,label,source
866,و آرای این ماه فقط یک درگیری در جنگ های صلیبی است.,آراء این ماه اهمیتی ندارد.,e,translation-train
132,در چارچوب اين توافق به صد و شانزده ميليون آمريکائی که درآمدهای شغلی پائين و متوسطی دارند تا ششصد دلار ماليات پس داده ميشود.,این توافق به ضرر افراد کم درآمد است.,c,natural-voa
1023,سازمان مسکن گزارش می دهد که قانون موقت فقط تأثیر غیرمستقیمی در شکل گیری خانواده ، نگهداری و رفاه عمومی خواهد داشت و چنین تأثیراتی سودمند خواهد بود زیرا به وام گیرندگان در حفظ مالکیت املاک خود کمک می کند.,سازمان مسکن می گوید که قانون موقت فقط در صورت تقویت دستورالعمل های درآمد تأثیر غیر مستقیم بر خانواده ها خواهد گذاشت.,n,translation-train
65,به تصمیم خود مطمعن نبود، چون بخشی از او هنوز به  آرامش این روستا فکر می کرد. ,او عاشق  آرامش داخل روستا بود.,e,translation-dev
36,بيت الله محسود، رهبر طالبان در پاکستان است.,گزارش می رسد که بيت الله محسود، رهبر طالبان در پاکستان، پس از يک دوره بيماری طولانی درگذشت.,e,natural-voa
10, نخست وزیر هند ابراز امیدواری کرد که پس از تکمیل توسعه بندر چابهار ایران، هند به زودی روابط تجاری خود با تاجیکستان و دیگر کشورهای آسیای میانه را تقویت کند.,نخست وزیر هند امیدوار است که پیش از توسعه چابهار روابطش را با تاجیسکتان تقویت کند.,c,natural-miras
1477,از آنجا که دروازه پروونس نارنجی است ، از شمال ، ورودی مناسب به شهر را در محل قوس سه کمانی de triomphe ایجاد کنید.,دروازه پرووانس نارنجی است.,e,translation-train
2284,او پس از اتمام تحصیلات در سال ۱۳۲۶ به ایران بازگشت و علی‌رغم داشتن تحصیلات عالیه در رشته اقتصاد تنها سمت تشریفاتی ریاست افتخاری برنامه هفت ساله دولت به او سپرده شد.,اما تنها سمت تشریفاتی به او دادند.,e,natural-wiki
8166,ونزوئلا سال نوی ميلادی را در شرايطی آغاز کرد که تظاهرات له و عليه دولت همچنان ادامه دارد و اعتصاب عمومی پنج هفته ای، کشور را فلج کرده است.,سال نوی میلادی امسال در ونزوئلا به آرامی آغاز شد.,c,natural-wiki
2225,به‌طور مثال٬ لایه‌های زیرین استراتوسفر حاوی مقادیر بیشتری گاز اوزون نسبت به لایه‌های بالاتر است٬ اما مقادیر کمتری بخار آب را در بردارد.,لایه های رویی سطح بالاتری از گاز اوزون را دارند.,c,natural-wiki
1104,یک استاندارد گزارشی اضافی برای ممیزی های مالی که مطابق با GAGAS انجام می شود,استانداردهای گزارشگری اضافی برای حسابرسیهای مالی وجود دارد.,e,translation-train
264,سرمربی باشگاه بايرن مونيخ گفته بود که در نظر دارد هاشميان را به اسرائيل ببرد، ولی سخنگوی باشگاه گفت عدم شرکت بازيکن ايرانی در مسابقه روز چهارشنبه فقط بدليل وضعيت جسمی او است.,به گفته سخنگوی باشگاه هاشمیان به دلیل مصدومیت نتوانست در مسابقه شرکت کند.,e,natural-voa
7051,ويروس درماه اکتبرگذشته درترکيه کشف شد، اما به انسان ها سرايت نکرد.,این ویروس بر انسانها بی اثر است.,e,natural-voa
7132,هاینسویل شهری در ایالت لوئیزیانا، یکی از ایالات کشور آمریکا، است که جمعیت آن در سرشماری سال ۲۰۱۰ میلادی، ۲٬۳۲۷ نفر بوده‌ است.,کار سرشماری را گروههای آماری مخصوص این کار انجام میدهند. ,n,natural-wiki
496,شما بچه ها را می شناسید,شما می توانید پیش بینی کنید که این بچه ها در آینده چه کاری می خواهند انجام دهند.,n,translation-train
360,منظورت این است که کاملا مانند یک غریبه است؟,منظورت این است که مثل بهترین دوست کودکی تو است؟,c,translation-train
824,برای این کار چه کاری انجام داده اند آیا مجبور شده اند آن را ریخته و,آنها برای دستیابی به این کار از چه روشی استفاده کرده اند. آیا چیزی درون قالب ریخته شد یا فشرده شد؟,n,translation-train
7506,بینگم شهری در ایالت مین کشور ایالات متحده آمریکا است که جمعیت آن در سرشماری سال ۲۰۱۰ میلادی، ۷۵۸ نفر بوده‌است.,آمریکا پر است از شهرهای کوچک و کم جمعیت ولی هر جا که باشید حداقل میتوانید رستوران مک دونالد را پیدا کنید. ,n,natural-wiki
1425,در ایالات متحده ، حامل همچنان در جاده باقی می ماند، در صندوق پستی کنار جاده متوقف می شود و نامه را بدون ترک وسیله نقلیه در آن قرار می دهد.,شرکت های حمل و نقل ایالات متحده همیشه هنگام ارسال نامه از وسایل نقلیه خود خارج می شوند.,c,translation-train
273,در همین راستا ، آنها مجموعه ای از حدود ۵۰ سیاست برای بهبود عملکرد فناوری و طرح بخش های مسکونی ، تجاری ، صنعتی ، حمل و نقل و تولید برق را ارزیابی کردند.,حداقل ۲۵ مورد از این سیاستها مسئول رشد بخش مسکونی بودند.,n,translation-train
1151,من شمال پیتسبورگ هستم,من در شمال پیتسبورگ زندگی می کنم.,e,translation-train
560,وی پس از تشکیل قرارگاه نصرت در سپاه پاسداران و ارائه طرح کلی عملیات خیبر و عملیات بدر، مسؤلیت سپاه ششم (سپاه امام جعفر صادق) را عهده‌دار شد، که حاصل آن سازماندهی ۱۳ یگان رزمی و پشتیبانی سپاه پاسداران، در استان خوزستان بود.,وی در جنگ ایران و عراق حضور داشت,n,natural-wiki
440,یعنی ما یک رقم اضافی یا حشو (به انگلیسی redundancy) داریم که با آن از این خطاها جلوگیری می‌کنیم.,کدهای ساختگی  را از کدهای واقعی می‌توان تشخیص داد.,n,natural-miras
265,ويرنک در بيش از ۴۰ ميل آخر مسير مسابقه به تنهايی و پيشاپيش بقيه دوچرخه سواران راند که حدود ۵ دقيقه پس از او از خط پايان گذشتند.,ویرنک قهرمان شد.,e,natural-voa
42,رسانه ها روز شنبه به نقل از حسن تربتي، يک مقام شرکت ملی گاز ايران، گفتند : پس از آن که ترکيه اعلام کرد تعمير خط لوله را تمام کرده است، صدور ۱۵ تا ۲۰ ميليون متر مکعب گاز از سر گرفته شده است.,در حال حاضر صادرات گاز از ایران به ترکیه انجام می شود,e,natural-voa
585,نه نه من نیو انگلند، ماساچوست هستم,نه من در غرب ، نیومکزیکو هستم.,c,translation-train
1185,در واقع ، بسیاری از فرش ها برای پیاده روی بسیار دوست داشتنی به نظر می رسند ، اما آنها آویزهای دیواری فوق العاده ای هستند ، و حتی اگر نمی توانید فرش بزرگی برای خانه خود تهیه کنید ،  یک تابلو فرش کوچک نیز می تواند خانه تان را گرم و درخشان تر کند .,همه فرش ها را می توان به عنوان آویزهای دیواری زیبا استفاده کرد.,n,translation-train
829,در علم کلام هم احاطه داشته‌است اما به گفته سید جلال الدین آشتیانی نظرات وی به پختگی و ورزیدگی و تسلط پدرش نیست.,سید جلال آشتیانی نظرات پدر وی را پخته‌تر از او می‌دانست.,e,natural-wiki
581,بر این اساس ، ما در کل برای سال ۱۹۹۹، ۹۲۴۰۰۰ پرونده بسته شده ثبت کرده ایم.,۹۲۴۰۰۰ پرونده در سال ۱۹۹۹ بسته شد.,e,translation-train
1123,در گزارش ها و شهادت های قبلی ، مشاهده کردیم که رهبری عالی باید در ایجاد و پایداری سازمان های با عملکرد بالا نقش اساسی ایفا کند.,تحقیقات قبلی مشخص کرد که افرادی که به عنوان رهبر سرآمد هستند ویژگی های شخصیتی مشابهی دارند.,n,translation-train
464,درختان و درختچه های حرا در منطقه باتلاقی ساحلی در ناحیه لب شور بین دریا و آب شیرین رشد می کنند.,درختان حرا در ساحل رشد می کنند و برای آبزیان زیادی زیستگاه فراهم می کنند.,n,translation-train
1459,افسردگی مانند وزنه ی سربی بر روی او نشسته بود.,او بسیار خوشحال بود و  مانند این بود که وزنه ای از شانه هایش برداشته شد.,c,translation-train
2229,بسياری از کشته شدگان عابرينی بودند که پس از نخستين انفجار جمع شده بودند.,این انفجار باعث کشته های زیادی شد.,e,natural-voa
211,در اینجا فروشگاه های پوشاک زیادی را برای هر سنی و شعبه بزرگی از فروشگاه های Dunnes ، یک فروشگاه زنجیره ای ایرلندی پوشاک و مواد غذایی را پیدا خواهید کرد.,Dunnes Stores مکانی محبوب برای خرید گردشگران است.,n,translation-dev
308,و بنابراین ، خواسته های خودپسندانه برای کار بین المللی وجود دارد. ما نباید٬ در حالیکه مخالفان جهانی شدن اصرار میکنند، حاضر به خرید آن کفش و پیراهن باشیم ، مگر اینکه افرادی که آنها را تولید میکنند٬ دستمزدهای مناسبی دریافت کنند و تحت شرایط مناسب کار کنند.,تقاضای کالاهای ارزان از طریق حزب کارگر بین المللی بسیار کم است.,c,translation-train
44,در تگزاس ، قوه مقننه در ایجاد تغییرات در برنامه های منافع ایالتی از طریق مقررات در چندین بخش قانون مؤثر بود.,قوه مقننه در ایجاد تغییر در برنامه منافع مؤثر بود.,e,translation-dev
2,آه ، بله ، منظور من این است که در شمال تگزاس این کار را زیاد انجام می دهند . شما می دانید اگر می خواهید به این فیلم یا کنسرت خاص بروید یا یک چیز ارزان را ببینید ، چیز معروفی که در اینجا وجود دارد ، rodeos ها است.,من هر وقت بتوانم سعی می کنم  تخفیف قیمت بگیرم.,n,translation-train
2262,اخیرا برخی از نویسندگان اطلاعات مختصری از این قلعه ارائه داده‌اند که بیشتر منحصر به شکل ظاهری آن است و بنابراین از حیث علمی قابل استناد نیست.,اطلاعات ارائه شده بیشتر مربوط به قدمت ساخت قلعه بود.,c,natural-wiki
120,در حمله اول، سالن فروش بلیط درست پس از نیمه شب هدف یک بمب کوچک قرار گرفت.,خسارت زیادی به سالن بلیط وارد آمده است.,e,natural-voa
856,مقامات معتقدند که جایزه‌گیرها از حرفه خود به عنوان پوششی برای سرقت مسلحانه استفاده می کردند.,جایزه‌گیرها همیشه پاک نیستند.,n,translation-train
387,مسئله شر یکی از جدّی‌ترین و خطیرترین ایرادهایی به شمار می‌رود که در خصوص اعتقاد به وجود خدای خداباوران صورت بسته‌است.,شر بی‌شک یکی از بزرگ‌ترین موانع سر راهی می‌داند که افراد خواهان تقید به اعتقاد به خدا با آن مواجه می‌شوند,e,natural-wiki
1042,بنابراین ، آیا ما به فضیلت تقلید یا فضیلت به خودی خود رای می دهیم؟,مهم است که به یک یا دیگری رأی دهیم,n,translation-train
138,اما پرزيدنت بوش هميشه احساس کرده است که سازمان ملل متحد نقشی حياتی دارد.,سازمان ملل متحد اهداف متفاوتی را دنبال می کند.,n,natural-voa
1432,دکتر گفت: «من باید عذرخواهی کنم»,دکتر گفت که او هیچ چیزی برای عذرخواهی ندارد.,c,translation-train
1079,کمکهای بین المللی با تشکر و قدردانی پذیرفته می شوند ، اما ما نمی توانیم درباره درمان مالیاتی کمکهای دریافتی از خارج از ایالات متحده اظهاراتی را بیان کنیم.,اگر خارج از آمریکا هستید باید مالیات بیشتری بپردازید.,n,translation-train
7335,"این آلبوم نخستین عرضهٔ گروه است که توسط ""پیس‌ویل رکوردز"" پس از قطع همکاری با ""کندل‌لایت رکوردز"" و ""سنچری بلک"" عرضه می‌شود.",آهنگهای این آلبوم برای مدت شش ماه بر روی چارت مخصوص بودند. ,n,natural-wiki
7407,محمدباقر آصف زاده در بهمن ماه ۱۳۹۱، پس از طی یک دوره بیماری در سن ۸۹ سالگی در قزوین درگذشت.,ماه بعد مراسم بزرگداشتی برای محمد باقر آصف زاده برگزار میشود که او خودش هم در آن حضور خواهد داشت. ,c,natural-wiki
898,اما او دستورات خود را داشت: هیچ ارتباطی با این سه مسافرت نباید داشت، مگر اینکه ترس از حمله وجود داشته باشد.,وی دستور داشت تا با این سه مسافر ارتباطی برقرار نكند مگر آنكه از حمله بترسد.,e,translation-train
2194,در این بازار انواع لوازم خانگی، پخت و پز، و انواع دکان‌های: خرازی، بزازی، عطاری، قنادی، و نانوایی وجود دارد.,برای خرید انواع لوازم خانگی به این بازار سر بزنید.,e,natural-wiki
1016,این مزایا نتیجه کنگره یا ادارات و آژانس های فدرال است که توصیه های ما را برای کارآمدتر کردن خدمات دولت ، بهبود بودجه و هزینه های دلار مالیاتی و تقویت مدیریت منابع فدرال انجام می دهند.,ما مسئول پیشرفت در مدیریت منابع فدرال هستیم.,e,translation-train
272,نردبان های آکاردئونی: با قابليت جمع شدن؛ پس از باز شدن، از ۶۵ سانتيمتر به ۴متر می رسند,این گونه نردبان ها ارتفاع ثابتی حدود ۴ متر دارند.,c,natural-voa
827,جوانی شکستی است که به راحتی می‌شود از آن گذشت.,مفهوم جوانی اشتباهی است که با رشد به راحتی بر طرف می شود.,e,translation-train
341,در فوریه ۲۰۱۶، اردوان فرهاد مشیری پس از واگذار کردن سهامش به علیشر عثمانوف، ۴۹٫۹ درصد سهام باشگاه اورتون را خریداری کرد.,در فوریه ۲۰۱۶، اردوان فرهاد مشیری حتی پس از واگذار کردن سهامش به علیشر عثمانوف، نتوانست سهام باشگاه اورتون را خریداری کند.,c,natural-wiki
550,--,--,e,translation-train
577,تامی عملی پرسید: در مورد وعده های غذایی چطور؟ ,تامی غیر عملی در مورد غذا پرسید.,c,translation-train
326,در سال یکم (ابتدای پیدایش زمین)زوجی شکارچی با نام‌های زد و اُه که هر دو لجباز هستند با آشنایان خود درگیری‌هایی پیدا می‌کنند. این جدال‌ها در ابتدا چنان مهم جلوه نمی‌کند ولی با تکرار اشتباهات این زوج خانواده‌های آنان سعی می‌کنند آنها را به جایی دور تبعید کنند.,این جدال ها هرگز مشکلی ایجاد نکرد.,c,natural-wiki
202,تجزیه و تحلیل کمیسیون هم از توصیف های کمی و هم کلی در مورد اثرات قانون بر اشخاص کوچک استفاده می کند.,این قانون تأثیر قابل توجهی در موجودات کوچک دارد.,n,translation-dev
318,طنز این مجله غالباً به کلیشه های نژادپرستانه و جنسی گرایانه بستگی داشت ، مانند wide-grinned و سیاه پوست های هندوانه خور.,این مجله به این نوع طنز بستگی داشت.,n,translation-train
490,یک غواص باتجربه ممکن است حرکت به سمت سینا را ترجیح دهد ، جایی که غواصی حتی بهتر است.,تجربه غواصی در سینا بهتر به حساب می آید.,e,translation-train
961,در حال حاضر من، با اینکه از آموزش بازنشسته‌ام، من مدل هستم و در یک آژانس مدلینگ در اینجا تدریس می‌کنم,من از زمان بازنشستگی هنوز هیچ کاری نکرده ام.,c,translation-train
7112,پادشاه اورشلیم مدعی گردید که ریاست پادشاهی‌های صلیبی شرق با اوست؛ و به خود حق می‌داد که از حاکمان آن‌ها بخواهد که در عملیات‌های نظامی برای وی نیروی کمکی بفرستند؛ ولی این سروری، مگر در مواردی که پادشاه از نیروی کافی برای تحمیل نظر خود برخوردار بود، تحقق نیافت.,کشورهای شرقی از پادشاه اورشلیم حرف شنوی نداشتند درحالیکه او خود را سرور همگان میدانست. ,e,natural-wiki
7283,خوان دل گرانادو در دانشگاه سن دی آندرس (UMSA) در لاپاز، تحصیل کرد و مدرک قانونی دریافت کرد.,او یک نقاش بود و گالری بزرگی در پاریس داشت. ,c,natural-wiki
240,شاید در حین ورزش کردن وزن بدن شما تغییر زیادی نکند، اما همین که چربی‌های شما به عضله تبدیل شود، موفقیت بسیار بزرگی به دست آورده‌اید.,ورزش لزوما منجر به کاهش وزن نمی‌شود,e,natural-miras
480,سپس بعد از اینکه همه رفتند ، بمانید تا در آرامش از مجسمه  شگفت انگیز قرن سیزدهمی ستون فرشته (Pilier des Anges) دیدن کنید.,همیشه جمعیت زیادی در انتظار دیدن ستون فرشته هستند.,n,translation-train
7586,یک دهم رویهٔ ایسلند پوشیده از بقایای فوران‌های آتشفشانی است که در حدود ده هزار سال گذشته روی داده‌اند.,ایسلند پر است از دشتها و جنگلهای تو در تو با خاکی غنی برای کشاورزی.,c,natural-wiki
573,پس از آن تلاش‌هایی جهت بازسازی آن صورت گرفت.,بدون هیچ بازسازی، این بنا روز به روز فرسوده تر شده است.,c,natural-wiki
93,قبل از اتمام سفر خود در مونتر ؟؟ ، با کلیسای رومانیایی خود و کاخ قرن سیزدهم تیزی ، رودخانه را کوتاه کنید تا به شرق تالسکی حلقه بزنید.,توصیه می شود قبل از پایان سفر در مونترال، از رودخانه به مدت کوتاه دیدن کنید.,e,translation-train
261,نتايج تازه ترين نظرسنجيها حکايت از آن دارد که حزب ليکود به رهبری آقای شارون حدود ۳۳ کرسی از ۱۲۰ کرسی پارلمان اسرائيل را تصاحب خواهد کرد و بصورت بزرگترين گروه پارلمانی درخواهد آمد اما حائزِ اکثريت نخواهد شد .,حزب لیکود طبق نظرسنجیها اکثریت پارلمان اسرائیل را تصاحب خواهد کرد.,c,natural-voa
1590,با توجه به اصطلاحات پزشکی و فنی آن ، در حقیقت خانم اینگلوتورپ در اثر مسمومیت استریکنین درگذشته بود.,خانم اینگلوتورپ بر اثر سكته قلبی درگذشت.,c,translation-train
423,بازی بیلیارد بسیار داغ است.,مردم بیلیارد را دوست دارند چون آرامش بخش است.,n,translation-dev
7199,"آب چندین چشمهٔ بزرگ ""دث ولی"" از سفرۀ ‌آب محلی تأمین می‌شود، که از شرق تا جنوب نوادا و یوتا کشیده شده‌ است.",سفره های آب محلی آب چشمه های زیادی را در نوادا تامین میکنند. ,e,natural-wiki
7227,اورتاکوی نیکوزیا ۸٬۸۶۸ نفر جمعیت دارد.,این شهر که از شهرهای یونان میباشد با داشتن درختان زیتون و محصولات مربوط به آن جای خوبی برای پذیرش گردشگران است.,n,natural-wiki
102,با اینکه درگذشته اینجا یک جزیره فقیر بود، جمعیت بومی با خوشحالی سبک زندگی فصلی جدیدی را که باعث موفقیت برای آنها شده است، پذیرفته اند و روشهای قدیمی تقریباً به کلی از بین رفته اند.,روشهای زندگی قدیمی جمعیت بومی تقریباً کاملاً از بین رفته است.,e,translation-train
1218,در ماه های اخیر ، شرکت های چینی در تله کام، داروسازی و برق سرمایه گذاری کردند.,بسیاری از منابع مانند نور و برق در چین ملی سازی می شوند.,n,translation-train
7319,باغین از آبادی‌های قدیم نزدیک شهر کرمان است.,باغین نام یک آبادی نزدیک شهر کرمان است که محصول اصلی آن زیره و شیرینیهای مخصوص کرمانی است. ,e,natural-wiki
7615,الجزیره کانال‌های متعدد خاص تلویزیونی را علاوه بر کانال اخبار بکار گرفته‌است.,تعداد کانالهای تلوزیونی در کشورهای عربی رو به افزایش است. ,n,natural-wiki
352,"در کارهای بعدی شارون پس از جنگ جهانی، زمینه طراحی دریایی کم اهمیت تر
 شده و روش طراحی ارگانیک به صورت جدی تری مطرح شد.",طراحی روش های خاص خود را دارد.,n,natural-wiki
7104,در نورد، فشار از طریق عبور ماده از بین غلتک‌ها انتقال پیدا می‌کند؛ در حالی که در فرایند کشش،  فشار به نیروی اعمال شده در نزدیکی محل فشرده سازی بستگی دارد.,در واقع کشش و نورد دو موضوغ متفاوت هستند.,e,natural-wiki
1463,طبق اعلام این انجمن ، اکثر شرکت ها نمی خواهند درگیر گرفتن این مزایا باشند زیرا ردیابی مایل یا امتیاز دریافت شده بسیار دشوار است.,بسیاری از شرکت ها از مشکلات بی مورد جلوگیری می کنند.,e,translation-train
1496,خوب ، به هر حال ، ما می خواهیم چه کار کنیم؟,به هر حال ، ما قرار است چه کاری انجام دهیم؟,e,translation-train
492,به عنوان کریشنا ، او معمولاً با چهره آبی به تصویر کشیده می شود ، عوارض بلعیدن سمی که جهان را تهدید می کرد ، و اغلب اوقات در حال بازی با فلوت یا تفریح با کارگران لبنیاتی زن که اغوا کرده، نشان داده می شود.,او معمولاً با چهره آبی به عنوان كریشنا ، كه بعد از بلع سمی است كه جهان را تهدید می كند ، به تصویر كشیده می شود ، و اغلب اوقات در حال بازی با فلوت یا تفریح با کارگران لبنیاتی زن که اغوا کرده، نشان داده می شود.,e,translation-train
1063,اخبار می گویند که مرگ کندی جونیور تقریباً از پیش مقرر شده بود.,خبرهای رسیده از مرگ کندی جونیور تقریباً از پیش تعیین شده به نظر می رسید.,e,translation-train
16,ماه قرمز باعث درخشش پوستش شد.,پوستش از ماه سرخ  می درخشید.,e,translation-dev
209,اين روياروئی پس از نوزده ساعت به شيوه ئی مسالمت آميز پايان يافت.,شورشيان خواستار اصلاحاتی در ارتش بودند.,n,natural-voa
1466,دقیقاً بنابراین آنها با عجله از آن مالیات خلاص شدند.,آنها روز بعد از مالیات سودا خلاص شدند.,n,translation-train
2192,افراد مطیع و قابل اطمینان به حکومت یمن و عمان (به همراه استان مهره) گماشته شدند و خالد پس از خوابانیدن شورشهای یمن عازم عراق گردید.,به خاطر تلفات بسیار زیادی که از هر دو سپاه رخ داد، این جنگ به بوستان کشتگان معروف گردید,n,natural-wiki
7575,شهرستان ماگدالنا (به اسپانیایی: Magdalena Department) یک بخش مسکونی است که در کلمبیا واقع شده‌است.,ماگدالنا شهریست در کشور کلمبیا با زبان رسمی اسپانیایی و دین رسمی مسیحیت,n,natural-wiki
77,البته این پیروزی اشک شوق را به چشمانش انداخت و باعث یک تماس تلفنی با مادر در هند شد.,او پس از باختن ، پدرش را صدا كرد در حالی که لبخند زد.,c,translation-train
7282,در اولین انتخابات آزاد در سال ۱۹۴۶ توانست جایگاه سوم را در انتخابات پس از احزاب اتحاد سوسیالیستی آلمان و دموکرات مسیحی کسب کند.,انتخابات یکی از ارکان مهم دموکراسی در کشورهای پیشرفته است. ,n,natural-wiki
760,دوک ونیز، انریکو داندولو کهن‌سال، که سال‌ها سفیر ونیز در قسطنطنیه بود، در سال ۱۱۹۲، در جمهوری ونیز به قدرت رسید؛ ولی اندکی پس از آن و در سال ۱۱۹۳، نتوانست قراردادهای تجاری که در عهد ایزاک بسته شده بود، را دوباره در زمان الکسیوس سوم تجدید کند؛ بدین ترتیب، نفرت ونیز علیه دولت بیزاس بار دیگر برافروخته شد.,دوک ونیز، با تجدید قراردادهایش باعث شد نفرت  ونیز از دولت بیزانس کاهش یابد.,c,natural-wiki
326,Breyiana Breyiana به من نگاه کن لطفا فقط یک ثانیه ساکت باش. من نمی توانم بشنوم و الان با شما صحبت خواهم کرد. بنابراین او در اینجا به مدرسه رفت. ,لطفا برای یک لحظه ساکت باشید. من نمی توانم بشنوم و کمی بعد با شما صحبت خواهم کرد.,e,translation-train
262,مقبره ۵۷ برای خائمات ، با تندیس هایی از خودش و خانواده اش تزئین شده است که برای مقبره هایی از این نوع بسیار نادر است.,مقبره با مجسمه ها تزئین شده است.,e,translation-train
7138,امواج متعدد پاک‌سازی قومی نقشه‌های قومی و مذهبی این مناطق را تغییر داده‌است.,نخستین موج مدت کوتاهی پس از پایان جنگ جهانی اول به پایان رسید؛ دومین موج درست بعد از جنگ جهانی دوم به اوج خود رسید و پایان پذیرفت؛ و سومین موج پاک‌سازی قومی در پایان جنگ سرد اتفاق افتاد.,e,natural-wiki
123,پس از بازگشت قنبری بلافاصله مشخص نبود که اين ديدارها چه دستآوردهايی دربر داشت.,قنبری  هنوز از سفر ماموریتی بازنگشته است.,c,natural-voa
415,واتیکان دوم باعث ایجاد یک مذهب کاتولیک کمتر سلسله مراتبی و بیرونی تر شد و زمینه ای برای نوآوری های غیرقابل تصور مانند اجازه پوشیدن لباس شخصی به راهبه ها و برگزاری مراسم به زبان انگلیسی و سایر زبان های مدرن فراهم آورد.,واتیکان دوم باعث تمرکز بیشتر قدرت و ساختار سلسله مراتبی شد.,c,translation-dev
7305,پرنیلامین,احتمالاً یک داروی ضد حساسیت است. ,n,natural-wiki
67,بله، اما متاسفانه برخی در این وادی به ورطه افراط می افتند به طوری که وقتی از آنها می پرسیم چرا فلان کار را انجام نمی دهی، می گویند سرانجام همه ما مرگ و خاک شدن است پس چرا زحمت زیاد به خودمان بدهیم و فقط عبادت می کنیم. در حالی که دین ما، هم برای دنیا و بهتر زیستن در آن برنامه هایی دارد و هم برای آخرت.,شاخه‌ای افراطی معتقد است که برای رستگاری در آخرت نباید در دنیا خوب زیست چرا که عاقبت همه مرگ است و تنها باید عبادت کرد.,e,natural-miras
339,با تصویت قانون ۱۳۰۲ و ایجاد «اداره ثبت اسناد» دولت به صورتی رسمی در مقام تحقیر روحانیان و سلب اعتماد مردم از بعضی از آنان و بی‌اعتبار جلوه‌دادن اسناد تسجیل شده از طرف آنان برآمد؛ ولی با تصویب قانون ۱۳۱۰ که با الهام از قوانین مربوط به شغل سردفتری در فرانسه و بلژیک (Notariat) تنظیم شده بود، دوباره «محاضر» را تحت عنوان «دفتر رسمی» ولی به صورتی منظم و مبتنی بر قوانین و مقرراتی که خود وضع و اجرا می‌کرد، رسمیت داد و «محاضر رسمی» جانشین «محاضر شرعی» گردید؛ بنابراین بسیاری از «مجتهدین جامع‌الشرایط» که با تصویب قانون پیشین از تنظیم و تسجیل اسناد محروم شده بودند، دوباره به نام «صاحب دفتر» موضوعیت یافتند و به کار سابق خود مشغول شدند هرچند وجهه روحانی خود را ازدست دادند و دیگر در جزو «علمای روحانی» محسوب نگشتند.,lمتعاقبا در این فاصله هیچ‌یک از حکام و صاحبان محاضر شرع راضی به همکاری با دولت نشدند و از همکاری نزدیکان و محرران کارآزموده خود با «دولت» ممانعت بعمل می‌آوردند.,e,natural-wiki
1053,اگرچه برای شناسایی ملک، سایر انواع املاک مسروقه نیز باید فروخته شود این آخرین مرحله‌ی فرآیند است.,دولت مجاز به فروش اموال مسروقه نیست.,c,translation-train
7281,اندکی پس از این رویداد، مأمون به سمت بلخ عازم شد و از رضا خواست تا به حرفش عمل کند و دربارهٔ بدن و سلامت آن بنویسد.,رضا به پند او گوش کرده و صفحاتی چند در مورد فقه و عرفان نوشت. ,c,natural-wiki
450,با این حال، شکل معماری پوشش قوس‌های دیافراگمی با طاق‌های بشکه ای، از معماری ایران معرفی شدند ,طاق‌های مشابه قبل از ورود امویان در بلاد الشام شناخته نشده بودند.,e,natural-wiki
226,جدول ۷-۱ خلاصه ای از تقاضای منابع و تأثیر آن بر عرضه فعلی را نشان می دهند.,جدول خلاصه ای از منابع مورد نیاز را نشان می دهد.,e,translation-train
93,او یک زندگی توخالی را برای زندگی برتر مبادله کرده است ، و سعی کرده است همه پیچیدگی‌های آن را بفهمد و موقعیت‌های آن را بدست آورد.,او یک زندگی توخالی را انتخاب کرده است.,c,translation-dev
509,من به تنهایی کار می کنم و یک Am Trans هزار و نهصد و هشتاد  دارم که از زمان جدید بودنش تا به حال داشته ام,من به صورت انفرادی کار می کنم و همچنین دارای یک Trans Am ۱۹۸۰ هستم.,e,translation-train
6,همه جزایر اکنون به طور رسمی و با افتخار بخشی از فرانسه هستند ، نه مستعمره هایی که در حدود سه قرن گذشته بوده اند.,جزایر اکنون بخشی از از فرانسه هستند و دیگر مستعمره نیستند.,e,translation-dev
289,و وقتی که من سافت بال را بازی کردم ، این را با تیم کلیسا شروع کردم. فقط برای تفریح بود ، اگرچه با تیم کلیسا ما به مسابقات کشوری راه پیدا کردیم و در رده پانزدهم در کشور قرار گرفتیم ، بنابراین می دانید که من به آن افتخار می کنم. ,من برای تفریح با تیم کلیسا سافت بال بازی کردم.,e,translation-train
998,دوستم اینگونه راضیم کرد که من از ارتفاعات فقط وقتی می‌ترسم که به آن فکر می‌کنم ولی وقتی آن بالا می‌رسم برطرف می‌شود.,من از ارتفاعات می‌ترسیدم ولی دوستم مرا قانع کرد.,e,translation-train
413,من هم در قبل از انقلاب و هم بعد انقلاب پیشنهاد داشتم که برای کار به قوه‌قضاییه بروم اما ترسیدم.,من علاقه ی زیادی به کار در قوه‌ی قضاییه داشتم.,c,natural-miras
17,ما همچنین دریافتیم که سازمان های پیشرو تلاش می کنند تا اطمینان حاصل کنند که فرایندهای اصلی آنها به طور مؤثر از نتایج مربوط به مأموریت پشتیبانی می کند.,سازمان های پیشرو می خواهند كه كاركنانشان در امان باشند.,n,translation-dev
392,من انجام میدهم٬ دیو هانسون.,دیو هانسون به هیچ وجه از پذیرفتن هرچیزی امتناع ورزید.,c,translation-train
391,ساکس محبوب من هندی ها را زد.,ساکس هرگز هندی ها را به بازی نگرفت.,c,translation-train
